iter	F1	Logloss
186	0.8645065362	0.3245327888
187	0.8645333168	0.3244122197
188	0.8649217903	0.3241887769
189	0.8648966821	0.3238657098
190	0.864985439	0.3237538944
191	0.8650926442	0.3236116741
192	0.865181421	0.3235414074
193	0.8650658404	0.323313909
194	0.865199876	0.3230866978
195	0.8653071344	0.3229863418
196	0.8652535019	0.322899193
197	0.8650407512	0.322788135
198	0.865199876	0.3226006936
199	0.8651295401	0.3224289919
200	0.865358991	0.3221907585
201	0.8654949006	0.3219930725
202	0.8655115767	0.321910759
203	0.8656522143	0.3218230894
204	0.865716057	0.3216162603
205	0.8658048917	0.3213093434
206	0.8659205754	0.3210382353
207	0.8664434524	0.3207924141
208	0.8667865113	0.3205926969
209	0.8668671151	0.3204209828
210	0.8670366122	0.3201715825
211	0.8671337343	0.3200139743
212	0.8671710282	0.319934623
213	0.8670656454	0.3197194832
214	0.8673054858	0.3195174126
215	0.8674399851	0.3192161213
216	0.8675289228	0.3190213845
217	0.8673801768	0.318879762
218	0.8675909556	0.3185460471
219	0.8677770541	0.3183951823
220	0.8677232267	0.3182884702
221	0.867795769	0.3181016721
222	0.868240623	0.3177970457
223	0.8680814098	0.3176411206
224	0.8681247092	0.3174083837
225	0.868240623	0.3171951672
226	0.868313268	0.3169673542
227	0.8686154037	0.3167257452
228	0.8687690111	0.3164788135
229	0.8686611632	0.316358796
230	0.8688555114	0.3162403282
231	0.868866197	0.316035489
232	0.868917577	0.3159390838
233	0.8688824753	0.3158152613
234	0.869074212	0.3155601386
235	0.8690930528	0.3153629641
236	0.8691739589	0.3151304389
237	0.8691820777	0.3150224976
238	0.8689959042	0.3149132991
239	0.8692360206	0.3147522721
240	0.8695031499	0.3146137855
241	0.869379015	0.314442868
242	0.8694248735	0.3143102611
243	0.8694491854	0.3141081683
244	0.8695382324	0.3139052337
245	0.8696434667	0.3135828955
246	0.869724429	0.3134903787
247	0.8697622447	0.3133105513
248	0.8697622447	0.313256739
249	0.8698324022	0.3130661365
250	0.8699835501	0.3129165407
251	0.8702835316	0.3125972746
252	0.8703186138	0.3124808114
253	0.8704618156	0.3123170319
254	0.8703266675	0.3121762109
255	0.8705239293	0.3120365077
256	0.8706751972	0.3118630876
257	0.8707212524	0.3116896321
258	0.870740269	0.3115037546
259	0.8709076225	0.3112995523
260	0.871156116	0.3110044132
261	0.8712373024	0.3107429303
262	0.871156116	0.3106312858
263	0.8712963538	0.3104274565
264	0.8713424862	0.3101829499
265	0.8714396645	0.3101198265
266	0.8717152264	0.3099091787
267	0.8717662039	0.3097216045
268	0.8717423042	0.309533368
269	0.8718856788	0.3093759317
270	0.8720019883	0.309160041
271	0.8723397645	0.3088300301
272	0.8725340955	0.3086486271
273	0.8726504489	0.3085330288
274	0.8726775617	0.3083941372
275	0.8730188327	0.3082777708
276	0.8729838083	0.3080957433
277	0.8731204175	0.307892646
278	0.8731046483	0.3077563954
279	0.8734189017	0.3074648001
280	0.8734381799	0.3072640068
281	0.8735625039	0.307167278
282	0.8734731935	0.3070203541
283	0.8735860783	0.3069041901
284	0.873531788	0.3067733011
285	0.873613226	0.3066026997
286	0.8737646839	0.3063454121
287	0.8738503604	0.3062099455
288	0.8738075262	0.306050159
289	0.8738075262	0.3059719256
290	0.8738581992	0.3059122505
291	0.873799683	0.3057001483
292	0.8740519707	0.3052291516
293	0.8741413074	0.3050679955
294	0.8744093509	0.3049485755
295	0.8746928747	0.3047112998
296	0.8748250661	0.304532618
297	0.8748172799	0.3042686882
298	0.874836703	0.3041841945
299	0.8747900728	0.3040525573
300	0.875	0.3039064854
301	0.8749650176	0.3037516257
302	0.8753419547	0.3035310738
303	0.8756218905	0.3033482518
304	0.8756259136	0.3032905429
305	0.8759328358	0.303163924
306	0.875758047	0.3029989504
307	0.8760381995	0.3028827962
308	0.8760731616	0.3027224249
309	0.8762793592	0.3025157766
310	0.8763066202	0.3024301106
311	0.8763611474	0.3022304239
312	0.8762562619	0.3021262806
313	0.8764156814	0.3020573329
314	0.8764506394	0.3019099528
315	0.8764974951	0.3017707003
316	0.8766765209	0.3016353615
317	0.8768282816	0.3015242133
318	0.8770346394	0.3011420376
319	0.8770160035	0.3009441642
320	0.877218106	0.3008233
321	0.8771132352	0.3007447311
322	0.8770859278	0.3006793224
323	0.8773502677	0.3005909319
324	0.8774322095	0.3004061576
325	0.8774595268	0.3003374642
326	0.8774322095	0.3002562162
327	0.8774747852	0.3000820119
328	0.8778559422	0.2996105208
329	0.8779531235	0.2994718134
330	0.8776494756	0.2990548657
331	0.8779257968	0.2988495648
332	0.8779333956	0.2987806506
333	0.8780229699	0.2985641019
334	0.8783766961	0.2983745468
335	0.8785360844	0.2982653552
336	0.8784116018	0.2980365314
337	0.8783144529	0.297852641
338	0.8785163057	0.2977499849
339	0.8786850543	0.2975688512
340	0.8789190199	0.2973133438
341	0.8790832373	0.297088175
342	0.8790982969	0.2970247689
343	0.8792153199	0.2967492777
344	0.8791804198	0.2966618304
345	0.8796512533	0.2963714237
346	0.879643758	0.296272327
347	0.879708384	0.2961073841
348	0.8796659812	0.2960300355
349	0.879700888	0.295972101
350	0.8798055954	0.2958083331
351	0.8799850449	0.2955580098
352	0.8801869159	0.2952846865
353	0.8802417596	0.2952115882
354	0.8803115265	0.2950407822
355	0.8803389514	0.2948551779
356	0.880448668	0.2947463963
357	0.8806156147	0.2946450835
358	0.8807528121	0.2944560197
359	0.880974637	0.2942998764
360	0.8810940469	0.2941779217
361	0.8811890443	0.2940135225
362	0.8811467747	0.2939456845
363	0.8810992709	0.2936682539
364	0.8812239048	0.2935700119
365	0.8812788234	0.2934073656
366	0.8812513632	0.2932720742
367	0.8812936191	0.2931484555
368	0.8812862217	0.2930079811
369	0.8814731726	0.2928595144
370	0.8815777175	0.2927249668
371	0.8816400287	0.2925742322
372	0.8816400287	0.2924590772
373	0.8818745521	0.2922513561
374	0.8818671902	0.2921460959
375	0.8817425446	0.2920362152
376	0.8817224403	0.2919325214
377	0.8816674975	0.2918002809
378	0.8820212468	0.2915751571
379	0.8820065431	0.2913606546
380	0.8819771247	0.291262704
381	0.8821238276	0.2909414118
382	0.8821439701	0.2908057305
383	0.8825454205	0.2906809449
384	0.8825234548	0.2905999258
385	0.8825729245	0.290480248
386	0.8824959481	0.2903925412
387	0.8826554465	0.290221376
388	0.8825711525	0.2901201256
389	0.8826756437	0.2900163426
390	0.8828553616	0.289877114
391	0.882965457	0.2897943809
392	0.8828682775	0.2896560024
393	0.882873893	0.2894359279
394	0.8828536684	0.2893378619
395	0.8830958246	0.2892228132
396	0.8830609954	0.2889716984
397	0.8831987026	0.2888345527
398	0.8832116788	0.2885190492
399	0.8834684966	0.2884137608
400	0.8833582834	0.2883356858
401	0.8832610797	0.2882609337
402	0.8833785596	0.2880606349
403	0.8833567306	0.2879283693
404	0.8835236135	0.2878100132
405	0.8838355481	0.2875646915
406	0.8838834467	0.2874488512
407	0.8838500405	0.287286949
408	0.8839747988	0.2872304608
409	0.8840719833	0.2870366431
410	0.8841067864	0.2870189859
411	0.8840096061	0.2869299881
412	0.8839472289	0.2867617822
413	0.8839472289	0.28658584
414	0.8841271327	0.2864602681
415	0.8840096061	0.2863719011
416	0.8841474827	0.2861844744
417	0.884217093	0.2860829542
418	0.884237452	0.2860157623
419	0.884404242	0.2858879823
420	0.8843694438	0.2858075091
421	0.8843970304	0.2857742443
422	0.8844029827	0.2856150146
423	0.8844089377	0.2854770162
424	0.8845745677	0.2853130131
425	0.8846237868	0.2851955052
426	0.8847210086	0.2851000737
427	0.8847066167	0.2850337391
428	0.8847138131	0.2848354056
429	0.8847210086	0.2847462075
430	0.884845837	0.2846718727
431	0.8847762312	0.2845293202
432	0.8847966541	0.2844577146
433	0.8848723232	0.2843388615
434	0.8849767456	0.2841955706
435	0.8849767456	0.2841062569
436	0.88499001	0.2839135404
437	0.8851220578	0.2837697518
438	0.8852192914	0.2836182833
439	0.8851629824	0.2834744753
440	0.8856500843	0.2832000528
441	0.8855671712	0.2831291133
442	0.8855948071	0.2830669832
443	0.8858302122	0.2829041959
444	0.8858025655	0.2826433
445	0.8861004464	0.2825017176
446	0.8861897774	0.2822910969
447	0.8863075722	0.2821699261
448	0.8863423468	0.2820439908
449	0.88629337	0.2819611741
450	0.886480747	0.2818489217
451	0.8866333542	0.2818084611
452	0.886668124	0.2817483803
453	0.8868419409	0.2816292323
454	0.8868696331	0.2815885101
455	0.8872509214	0.2815084224
456	0.8872438781	0.2813817551
457	0.8872086484	0.2812781688
458	0.8874168047	0.2808987324
459	0.8872918164	0.2807923658
460	0.8873265842	0.2806274147
461	0.8873265842	0.2805454395
462	0.8874796951	0.2804369665
463	0.8874312844	0.2803752297
464	0.8877783677	0.2801900507
465	0.8877299272	0.2801126484
466	0.8876951905	0.279976702
467	0.8877436282	0.2798969022
468	0.887806097	0.279766137
469	0.88787557	0.2796892228
470	0.8879795077	0.2795445288
471	0.8881529618	0.2792627527
472	0.8883126621	0.2790854547
473	0.8883821186	0.2789937369
474	0.8884028993	0.2789122317
475	0.8883611936	0.278699956
476	0.8883542168	0.2785746046
477	0.8884028993	0.2784788188
478	0.8885277665	0.2782809227
479	0.8887916758	0.2781605002
480	0.8888194488	0.2780259729
481	0.8887708223	0.277935002
482	0.8887985998	0.2778598255
483	0.8888125	0.2777521471
484	0.8890485862	0.2775822972
485	0.889152786	0.2774102808
486	0.8892083633	0.2772611678
487	0.8892361545	0.2769748225
488	0.8892430777	0.2768399389
489	0.889333375	0.2765978261
490	0.889444566	0.2765036247
491	0.8894098525	0.2764118378
492	0.8895626895	0.2762840964
493	0.8896183063	0.276215259
494	0.8896392172	0.2761393442
495	0.8898130198	0.2760317231
496	0.8898477316	0.2758744599
497	0.88981991	0.2757965673
498	0.8899521531	0.2756084798
499	0.8900425319	0.2754916161
500	0.890111952	0.2754367704
501	0.8903484081	0.275289963
502	0.890237038	0.2751513955
503	0.8903899678	0.2750369955
504	0.890299581	0.27492325
505	0.890362124	0.2748325804
506	0.890549753	0.2747218052
507	0.8906054541	0.2746775867
508	0.8906264661	0.2745954661
509	0.8906753417	0.2745390825
510	0.890835158	0.2744461074
511	0.8907379023	0.274311481
512	0.8906264661	0.2741782832
513	0.890674839	0.2740512777
514	0.8907305479	0.2739218218
515	0.8908908909	0.2737804681
516	0.8908493665	0.2735882126
517	0.8911479512	0.2733946421
518	0.8912519939	0.2731839152
519	0.8911894411	0.2730482665
520	0.8914049794	0.2728699264
521	0.891634862	0.2726777659
522	0.8915165165	0.2724943814
523	0.8917464489	0.2722978623
524	0.8917396746	0.2722203093
525	0.8917887095	0.2721082405
526	0.8919282652	0.2720291285
527	0.8918724376	0.2720173637
528	0.8920043812	0.2718489667
529	0.8920746213	0.2717350894
530	0.8919773375	0.2716432304
531	0.8922065728	0.2715082046
532	0.8922065728	0.2714419322
533	0.8922826563	0.2713262397
534	0.89221332	0.2712668659
535	0.8921998247	0.2710780717
536	0.8921921452	0.2710281802
537	0.8923731731	0.2709009819
538	0.8925474976	0.27080944
539	0.8925754351	0.2707429102
540	0.8927352969	0.2706197092
541	0.8927420112	0.2704630797
542	0.8929577465	0.2703271094
543	0.8930203443	0.2701701304
544	0.8930002504	0.2700310411
545	0.8931053917	0.2697949329
546	0.8932440048	0.2697232358
547	0.8931747026	0.2695580876
548	0.8933266558	0.2693462248
549	0.893458529	0.2692573869
550	0.893479826	0.2691821721
551	0.8935077944	0.2690833733
552	0.8935211268	0.2689884838
553	0.8935770627	0.268874886
554	0.8935077944	0.2688237244
555	0.8936263461	0.2686354555
556	0.8937515652	0.2684774879
557	0.8938488026	0.2683977683
558	0.8939460339	0.2683080489
559	0.8939740178	0.2682196487
560	0.8939887289	0.2680606496
561	0.8940793387	0.2678253821
562	0.8942605755	0.267654334
563	0.8941699543	0.2675448616
564	0.8940380762	0.2674383537
565	0.8944219988	0.2672409117
566	0.8944632344	0.267135236
567	0.8944286117	0.2670702156
568	0.8945126535	0.2669817756
569	0.8945686901	0.2669207218
570	0.8944912468	0.2667455754
571	0.8946165169	0.2665755429
572	0.8948538854	0.2663371795
573	0.8947500313	0.2662071391
574	0.8947285996	0.2660609286
575	0.8948341217	0.2659464019
576	0.8948209418	0.265759745
577	0.8949528494	0.265692069
578	0.89500235	0.2655872819
579	0.8950238155	0.2654268856
580	0.895045285	0.2652647377
581	0.8950799123	0.2651652821
582	0.8950948127	0.2650316587
583	0.895136016	0.2648014879
584	0.8950667586	0.2646807405
585	0.8952351097	0.2645514547
586	0.8952631744	0.2643761815
587	0.8951855567	0.2642821618
588	0.8952482447	0.2641875472
589	0.8952482447	0.2640329729
590	0.8953174951	0.2638100103
591	0.8953455571	0.2636419078
592	0.8954858934	0.263565954
593	0.8957301398	0.2634498539
594	0.8957020596	0.2634050198
595	0.8957366771	0.2632772772
596	0.8956739812	0.2631093171
597	0.8959332769	0.2629948451
598	0.8959398025	0.2628659158
599	0.8960586963	0.2628076549
600	0.896129963	0.2627534469
601	0.8960240813	0.2625852256
602	0.8961495046	0.2624985062
603	0.8961083759	0.2624166022
604	0.8964219637	0.2623564543
605	0.8964587058	0.2622619747
606	0.8964998118	0.2621959675
607	0.8964457132	0.2619976874
608	0.8965495609	0.261896265
609	0.8966339367	0.2617915237
610	0.8966426106	0.2617190303
611	0.8970408259	0.2615346211
612	0.8969088341	0.2613355789
613	0.8969780651	0.2611944453
614	0.8970625157	0.261096969
615	0.8971317392	0.2609954182
616	0.897307137	0.2607869994
617	0.8974262398	0.2606653733
618	0.8975735317	0.2605647102
619	0.8977119362	0.2603976865
620	0.8977682915	0.2602860197
621	0.8977208514	0.2600310339
622	0.897922029	0.2599082741
623	0.898019398	0.2597511617
624	0.8982359219	0.2596398204
625	0.8981859268	0.2595564486
626	0.8982486975	0.2594704749
627	0.8982923154	0.259325843
628	0.8984178805	0.2592093657
629	0.8983896789	0.2591073908
630	0.8984115025	0.2590067107
631	0.8985088683	0.2588559006
632	0.8984870362	0.2587582103
633	0.8987818661	0.25866894
634	0.8987282148	0.2585171227
635	0.8987691535	0.2584394764
636	0.8988192438	0.2583088056
637	0.8989638932	0.258224764
638	0.8990266876	0.2581432743
639	0.8990266876	0.258029781
640	0.899180508	0.2580028737
641	0.8992024116	0.2578873076
642	0.8993908183	0.2578246741
643	0.8993280161	0.2577327116
644	0.8993562569	0.257672232
645	0.8993908183	0.2574486807
646	0.8994409899	0.2574171906
647	0.899594862	0.2573325506
648	0.8998555004	0.2571579298
649	0.9000094242	0.2569847827
650	0.9001225298	0.256851772
651	0.9001508106	0.2567054766
652	0.9003110371	0.2566023363
653	0.9001790932	0.2565711279
654	0.9005561316	0.2564732025
655	0.9007571236	0.256312476
656	0.9007067693	0.2562266608
657	0.9009235409	0.2561473099
658	0.9008669431	0.2560603647
659	0.9008261867	0.2560112255
660	0.900797889	0.2559535964
661	0.900797889	0.255847866
662	0.9010837129	0.2556829233
663	0.901203154	0.2556466144
664	0.901288093	0.2555639399
665	0.9012659818	0.2554797355
666	0.9013792453	0.2554146746
667	0.9013792453	0.2553713712
668	0.9014765944	0.2552246231
669	0.9015615672	0.255082107
670	0.9014358878	0.2549602235
671	0.90136685	0.2549115244
672	0.9013164096	0.2548810194
673	0.9014296936	0.2547284916
674	0.9014925373	0.2545754916
675	0.9016810683	0.2543472875
676	0.9016305885	0.2542265118
677	0.9016650958	0.2541500294
678	0.9016934242	0.2539795737
679	0.901891773	0.2539014313
680	0.9019583189	0.2538031346
681	0.9020495411	0.2536773156
682	0.9019743461	0.253558409
683	0.901917636	0.2535026789
684	0.9018485915	0.2533853114
685	0.9019928333	0.2532914695
686	0.9020211863	0.2532513276
687	0.90225044	0.253122159
688	0.9021062559	0.2530694859
689	0.9021407689	0.2529536523
690	0.9023232418	0.2528093168
691	0.9022887324	0.2527070431
692	0.9024206224	0.2526062925
693	0.9023861171	0.252404558
694	0.9024773642	0.2522537718
695	0.9025402414	0.2521960687
696	0.9025179969	0.2521664328
697	0.9024551256	0.2521494664
698	0.9025808683	0.2520749457
699	0.9024834958	0.2519775301
700	0.902568617	0.2519315178
701	0.9026821369	0.2517946779
702	0.9026031187	0.2517732106
703	0.9026598755	0.2516094454
704	0.9026721157	0.2515626398
705	0.9026721157	0.2515418594
706	0.9026376183	0.2514712597
707	0.9026092424	0.2513077103
708	0.902574743	0.251229608
709	0.9027734105	0.2510248131
710	0.9028646898	0.2509522499
711	0.9029620779	0.2509139291
712	0.9031223469	0.2508241224
713	0.9032359508	0.2507362651
714	0.9032866803	0.2506266577
715	0.9032521859	0.2504478183
716	0.9032988459	0.2503362873
717	0.9032359508	0.2502809585
718	0.9033678186	0.2501948366
719	0.9034753892	0.2501013957
720	0.9032988459	0.2500299904
721	0.9035098755	0.249959544
722	0.9034124862	0.2498962855
723	0.903491664	0.249775719
724	0.9035992952	0.2497062085
725	0.9038509942	0.2495279145
726	0.9039078724	0.2494305663
727	0.9039932031	0.2493254265
728	0.9039708011	0.2492832254
729	0.9042164884	0.2491265235
730	0.9042914674	0.249031177
731	0.9043423537	0.2489736308
732	0.9044922612	0.2489320354
733	0.9045147082	0.2488125629
734	0.9043604102	0.2487781126
735	0.904423331	0.2486379187
736	0.9046225495	0.2485072609
737	0.9048008557	0.248352186
738	0.9048802744	0.2482132011
739	0.9049027629	0.2480936948
740	0.9050286362	0.2478731335
741	0.9052293751	0.2477393316
742	0.9053088712	0.2476574129
743	0.9052863436	0.2476091394
744	0.9052578585	0.2475548505
745	0.9052638203	0.2474624749
746	0.9055784539	0.2473187739
747	0.9056413806	0.2472399702
748	0.9057268722	0.247187181
749	0.9057779456	0.2471400051
750	0.9057838756	0.2470019044
751	0.9058919804	0.2468684157
752	0.9061152551	0.2467047312
753	0.905989362	0.2466394731
754	0.905989362	0.2465622557
755	0.9062981965	0.2463205359
756	0.9063040947	0.2462357048
757	0.9063099921	0.246097177
758	0.9064644049	0.2460294165
759	0.9064693845	0.2459223058
760	0.9064064222	0.2457740164
761	0.9065844139	0.2457108478
762	0.9066011899	0.2456419598
763	0.9066297299	0.2454825916
764	0.9066297299	0.2453976219
765	0.9066238509	0.2453051245
766	0.9066179712	0.2452559227
767	0.9066179712	0.2451478577
768	0.9065264616	0.2450542769
769	0.9064752731	0.2449288362
770	0.9068295601	0.2447969259
771	0.9069723499	0.2446769851
772	0.9068463816	0.2445970704
773	0.9070353341	0.2445210301
774	0.9070411891	0.2444676473
775	0.9070756054	0.24435654
776	0.9070756054	0.2443282997
777	0.9070756054	0.2442667944
778	0.9070814572	0.2441608646
779	0.9071729958	0.2440802016
780	0.9072074058	0.2440375926
781	0.907252858	0.2439159989
782	0.9072015619	0.2438511371
783	0.90727038	0.2437662177
784	0.9074249008	0.2436749071
785	0.9074703956	0.2435942528
786	0.9076249567	0.2433709273
787	0.9077223482	0.2433320468
788	0.9077795276	0.2433128545
789	0.9078197336	0.2432649474
790	0.9079913063	0.2431291784
791	0.9081632653	0.2430237441
792	0.9082146907	0.2430024907
793	0.9081230905	0.2429516765
794	0.9083005198	0.2428598211
795	0.908266129	0.2427404865
796	0.9084609085	0.2425862304
797	0.908403679	0.2424768411
798	0.9084609085	0.2424168996
799	0.9086612685	0.242326416
